2023-05-24 13:12:01,144 | root | INFO | main.py run @ 50 : processing unit: cuda
2023-05-24 13:12:01,145 | root | INFO | main.py run @ 68 : train dataset `v2-dataset-onehot`, shortname: `bow` kwargs -> {'data_path': 'data/dataset-v2/train.csv', 'output_path': 'data/preprocessed/dataset-v2/', 'load_from_pkl': True, 'preprocessings': [], 'persist_data': False}
2023-05-24 13:12:01,146 | root | INFO | main.py run @ 69 : test dataset `v2-dataset-onehot`, shortname: `bow` kwargs -> {'data_path': 'data/dataset-v2/test.csv', 'output_path': 'data/preprocessed/dataset-v2/test-', 'load_from_pkl': True, 'preprocessings': [], 'persist_data': False}
2023-05-24 13:12:01,148 | root | INFO | main.py run @ 68 : train dataset `conversation-v2-dataset-onehot`, shortname: `conversation-bow` kwargs -> {'data_path': 'data/dataset-v2/conversation/train.csv', 'output_path': 'data/preprocessed/conversation-dataset-v2/', 'load_from_pkl': True, 'preprocessings': ['rr'], 'persist_data': True}
2023-05-24 13:12:01,149 | root | INFO | main.py run @ 69 : test dataset `conversation-v2-dataset-onehot`, shortname: `conversation-bow` kwargs -> {'data_path': 'data/dataset-v2/conversation/test.csv', 'output_path': 'data/preprocessed/conversation-dataset-v2/test-', 'load_from_pkl': True, 'preprocessings': ['rr'], 'persist_data': True}
2023-05-24 13:12:01,247 | root | INFO | main.py run @ 68 : train dataset `toy-conversation-v2-dataset-onehot`, shortname: `conversation-bow` kwargs -> {'data_path': 'data/dataset-v2/conversation/toy-train.csv', 'output_path': 'data/preprocessed/conversation-dataset-v2/toy-', 'load_from_pkl': True, 'preprocessings': ['pr', 'sw', 'rr'], 'persist_data': True}
2023-05-24 13:12:01,249 | root | INFO | main.py run @ 69 : test dataset `toy-conversation-v2-dataset-onehot`, shortname: `conversation-bow` kwargs -> {'data_path': 'data/dataset-v2/conversation/toy-test.csv', 'output_path': 'data/preprocessed/conversation-dataset-v2/toy-test-', 'load_from_pkl': True, 'preprocessings': ['pr', 'sw', 'rr'], 'persist_data': True}
2023-05-24 13:12:01,250 | root | INFO | main.py run @ 68 : train dataset `cnn-conversation-v2-dataset-onehot`, shortname: `cnn-conversation-bow` kwargs -> {'data_path': 'data/dataset-v2/conversation/train.csv', 'output_path': 'data/preprocessed/conversation-dataset-v2/', 'load_from_pkl': True, 'preprocessings': ['rr'], 'persist_data': True}
2023-05-24 13:12:01,251 | root | INFO | main.py run @ 69 : test dataset `cnn-conversation-v2-dataset-onehot`, shortname: `cnn-conversation-bow` kwargs -> {'data_path': 'data/dataset-v2/conversation/test.csv', 'output_path': 'data/preprocessed/conversation-dataset-v2/test-', 'load_from_pkl': True, 'preprocessings': ['rr'], 'persist_data': True}
2023-05-24 13:12:01,252 | root | INFO | main.py run @ 68 : train dataset `conversation-v2-dataset-onehot-balanced-04`, shortname: `conversation-bow-cleaned` kwargs -> {'data_path': 'data/dataset-v2/conversation/balanced-train-v2-04.csv', 'output_path': 'data/preprocessed/conversation-balanced-test-v2-04/', 'load_from_pkl': True, 'preprocessings': ['rr'], 'persist_data': True}
2023-05-24 13:12:01,253 | root | INFO | main.py run @ 69 : test dataset `conversation-v2-dataset-onehot-balanced-04`, shortname: `conversation-bow-cleaned` kwargs -> {'data_path': 'data/dataset-v2/conversation/balanced-test-v2-04.csv', 'output_path': 'data/preprocessed/conversation-balanced-test-v2-04/test-', 'load_from_pkl': True, 'preprocessings': ['rr'], 'persist_data': True}
2023-05-24 13:12:01,254 | root | INFO | main.py run @ 68 : train dataset `conversation-v2-dataset-onehot-raw`, shortname: `conversation-bow` kwargs -> {'data_path': 'data/dataset-v2/conversation/train-v2.csv', 'output_path': 'data/preprocessed/conversation-v2/', 'load_from_pkl': True, 'preprocessings': ['rr'], 'persist_data': True}
2023-05-24 13:12:01,254 | root | INFO | main.py run @ 69 : test dataset `conversation-v2-dataset-onehot-raw`, shortname: `conversation-bow` kwargs -> {'data_path': 'data/dataset-v2/conversation/test-v2.csv', 'output_path': 'data/preprocessed/conversation-v2/test-', 'load_from_pkl': True, 'preprocessings': ['rr'], 'persist_data': True}
2023-05-24 13:12:01,256 | root | INFO | main.py run @ 68 : train dataset `conversation-v2-dataset-onehot-raw-balanced-04`, shortname: `conversation-bow` kwargs -> {'data_path': 'data/dataset-v2/conversation/balanced-train-v2-04.csv', 'output_path': 'data/preprocessed/conversation-balanced-v2-04/', 'load_from_pkl': True, 'preprocessings': ['rr', 'idr'], 'persist_data': True}
2023-05-24 13:12:01,257 | root | INFO | main.py run @ 69 : test dataset `conversation-v2-dataset-onehot-raw-balanced-04`, shortname: `conversation-bow` kwargs -> {'data_path': 'data/dataset-v2/conversation/balanced-test-v2-04.csv', 'output_path': 'data/preprocessed/conversation-balanced-v2-04/test-', 'load_from_pkl': True, 'preprocessings': ['rr', 'idr'], 'persist_data': True}
2023-05-24 13:12:01,257 | root | INFO | main.py run @ 68 : train dataset `conversation-v2-dataset-onehot-raw-balanced-03`, shortname: `conversation-bow` kwargs -> {'data_path': 'data/dataset-v2/conversation/balanced-train-v2-03.csv', 'output_path': 'data/preprocessed/conversation-balanced-v2-03/', 'load_from_pkl': True, 'preprocessings': ['rr'], 'persist_data': True}
2023-05-24 13:12:01,258 | root | INFO | main.py run @ 69 : test dataset `conversation-v2-dataset-onehot-raw-balanced-03`, shortname: `conversation-bow` kwargs -> {'data_path': 'data/dataset-v2/conversation/balanced-test-v2-03.csv', 'output_path': 'data/preprocessed/conversation-balanced-v2-03/test-', 'load_from_pkl': True, 'preprocessings': ['rr'], 'persist_data': True}
2023-05-24 13:12:01,260 | root | INFO | main.py run @ 68 : train dataset `conversation-v2-dataset-onehot-raw-balanced-02`, shortname: `conversation-bow` kwargs -> {'data_path': 'data/dataset-v2/conversation/balanced-train-v2-02.csv', 'output_path': 'data/preprocessed/conversation-balanced-v2-02/', 'load_from_pkl': True, 'preprocessings': ['rr'], 'persist_data': True}
2023-05-24 13:12:01,262 | root | INFO | main.py run @ 69 : test dataset `conversation-v2-dataset-onehot-raw-balanced-02`, shortname: `conversation-bow` kwargs -> {'data_path': 'data/dataset-v2/conversation/balanced-test-v2-02.csv', 'output_path': 'data/preprocessed/conversation-balanced-v2-02/test-', 'load_from_pkl': True, 'preprocessings': ['rr'], 'persist_data': True}
2023-05-24 13:12:01,263 | root | INFO | main.py run @ 68 : train dataset `conversation-v2-dataset-onehot-raw-balanced-01`, shortname: `conversation-bow` kwargs -> {'data_path': 'data/dataset-v2/conversation/balanced-train-v2-01.csv', 'output_path': 'data/preprocessed/conversation-balanced-v2-01/', 'load_from_pkl': True, 'preprocessings': ['rr'], 'persist_data': True}
2023-05-24 13:12:01,264 | root | INFO | main.py run @ 69 : test dataset `conversation-v2-dataset-onehot-raw-balanced-01`, shortname: `conversation-bow` kwargs -> {'data_path': 'data/dataset-v2/conversation/balanced-test-v2-01.csv', 'output_path': 'data/preprocessed/conversation-balanced-v2-01/test-', 'load_from_pkl': True, 'preprocessings': ['rr'], 'persist_data': True}
2023-05-24 13:12:01,265 | root | INFO | main.py run @ 68 : train dataset `sequential-conversation-v2-dataset-onehot`, shortname: `basic-sequential` kwargs -> {'data_path': 'data/dataset-v2/train-04.csv', 'output_path': 'data/preprocessed/sequential-v2-04/', 'load_from_pkl': True, 'preprocessings': ['rr', 'idr'], 'persist_data': True}
2023-05-24 13:12:01,266 | root | INFO | main.py run @ 69 : test dataset `sequential-conversation-v2-dataset-onehot`, shortname: `basic-sequential` kwargs -> {'data_path': 'data/dataset-v2/test-04.csv', 'output_path': 'data/preprocessed/sequential-v2-04/test-', 'load_from_pkl': True, 'preprocessings': ['rr', 'idr'], 'persist_data': True}
2023-05-24 13:12:01,267 | root | INFO | main.py run @ 68 : train dataset `conversation-with-index-v2-dataset-onehot-raw-balanced-04`, shortname: `conversation-bow-with-triple` kwargs -> {'data_path': 'data/dataset-v2/conversation/balanced-train-v2-04.csv', 'output_path': 'data/preprocessed/conversation-balanced-v2-04/', 'load_from_pkl': True, 'preprocessings': ['rr', 'idr'], 'persist_data': True}
2023-05-24 13:12:01,268 | root | INFO | main.py run @ 69 : test dataset `conversation-with-index-v2-dataset-onehot-raw-balanced-04`, shortname: `conversation-bow-with-triple` kwargs -> {'data_path': 'data/dataset-v2/conversation/balanced-test-v2-04.csv', 'output_path': 'data/preprocessed/conversation-balanced-v2-04/test-', 'load_from_pkl': True, 'preprocessings': ['rr', 'idr'], 'persist_data': True}
2023-05-24 13:12:01,269 | root | INFO | main.py run @ 68 : train dataset `toy-conversation-v2-dataset-onehot-raw`, shortname: `conversation-bow` kwargs -> {'data_path': 'data/dataset-v2/conversation/toy-balanced-train-v2-04.csv', 'output_path': 'data/preprocessed/toy-conversation-v2/', 'load_from_pkl': True, 'preprocessings': ['rr', 'idr'], 'persist_data': True}
2023-05-24 13:12:01,270 | root | INFO | main.py run @ 69 : test dataset `toy-conversation-v2-dataset-onehot-raw`, shortname: `conversation-bow` kwargs -> {'data_path': 'data/dataset-v2/conversation/toy-balanced-test-v2-04.csv', 'output_path': 'data/preprocessed/toy-conversation-v2/test-', 'load_from_pkl': True, 'preprocessings': ['rr', 'idr'], 'persist_data': True}
2023-05-24 13:12:01,270 | root | INFO | main.py run @ 68 : train dataset `toy-cnn-conversation-v2-dataset-onehot`, shortname: `cnn-conversation-bow` kwargs -> {'data_path': 'data/dataset-v2/conversation/toy-balanced-train-v2-04.csv', 'output_path': 'data/preprocessed/toy-conversation-v2/', 'load_from_pkl': False, 'preprocessings': ['rr'], 'persist_data': True}
2023-05-24 13:12:01,271 | root | INFO | main.py run @ 69 : test dataset `toy-cnn-conversation-v2-dataset-onehot`, shortname: `cnn-conversation-bow` kwargs -> {'data_path': 'data/dataset-v2/conversation/toy-balanced-test-v2-04.csv', 'output_path': 'data/preprocessed/toy-conversation-v2/test-', 'load_from_pkl': False, 'preprocessings': ['rr'], 'persist_data': True}
2023-05-24 13:12:01,272 | root | INFO | main.py run @ 68 : train dataset `toy-sequential-conversation-v2-dataset-onehot`, shortname: `basic-sequential` kwargs -> {'data_path': 'data/dataset-v2/toy-train-04.csv', 'output_path': 'data/preprocessed/toy-sequential-v2-04/', 'load_from_pkl': True, 'preprocessings': ['rr'], 'persist_data': True}
2023-05-24 13:12:01,273 | root | INFO | main.py run @ 69 : test dataset `toy-sequential-conversation-v2-dataset-onehot`, shortname: `basic-sequential` kwargs -> {'data_path': 'data/dataset-v2/toy-test-04.csv', 'output_path': 'data/preprocessed/toy-sequential-v2-04/test-', 'load_from_pkl': True, 'preprocessings': ['rr'], 'persist_data': True}
2023-05-24 13:12:01,274 | root | INFO | main.py run @ 73 : started new session: rnn-balanced-v2-04
2023-05-24 13:12:01,274 | root | INFO | main.py create_model_configs @ 37 : activation module kwargs: {}
2023-05-24 13:12:01,277 | root | INFO | main.py create_model_configs @ 38 : loss module kwargs: {'reduction': 'sum', 'pos_weight': tensor(1.2000)}
2023-05-24 13:12:01,278 | root | INFO | main.py run @ 84 : started new command `train` of session `rnn-balanced-v2-04`
2023-05-24 13:12:01,279 | root | INFO | dataset.py preprocess @ 503 : trying to load tokens from file
2023-05-24 13:12:09,254 | root | INFO | dataset.py __vectorize__ @ 103 : loading vectors from file
2023-05-24 13:12:11,628 | root | INFO | dataset.py prepare @ 239 : data preparation finished
2023-05-24 13:12:13,697 | root | INFO | dataset.py split_dataset_by_label @ 158 : loading splits from: data/preprocessed/sequential-v2-04/basic-sequential/rr.idr/splits-n5stratified.pkl
2023-05-24 13:12:20,028 | root | INFO | rnn.py learn @ 78 : training phase started
2023-05-24 13:12:20,029 | root | INFO | rnn.py learn @ 83 : Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 0.0005
    maximize: False
    weight_decay: 0
)
2023-05-24 13:12:20,032 | root | INFO | rnn.py learn @ 84 : <torch.optim.lr_scheduler.ReduceLROnPlateau object at 0x000001EBD17FCAC0>
2023-05-24 13:12:20,033 | root | INFO | rnn.py learn @ 85 : fetching data for fold #0
2023-05-24 13:12:20,035 | root | ERROR | rnn.py learn @ 106 : 'ReLU' object has no attribute 'reset_parameters'
2023-05-24 13:12:20,035 | root | ERROR | rnn.py learn @ 106 : 'BCEWithLogitsLoss' object has no attribute 'reset_parameters'
2023-05-24 13:12:20,037 | root | INFO | rnn.py learn @ 104 : parameters reset
2023-05-24 13:12:20,037 | root | INFO | rnn.py learn @ 104 : parameters reset
2023-05-24 13:13:05,904 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 1 | train -> loss: 3101.63367 | validation -> loss: 763.76338 | accuracy: 49.404762 | precision: 39.059303 | recall: 47.394543 | f2: 45.454548
2023-05-24 13:13:47,773 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 2 | train -> loss: 3054.16564 | validation -> loss: 760.06765 | accuracy: 52.380955 | precision: 42.158859 | recall: 51.364761 | f2: 49.215405
2023-05-24 13:14:30,465 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 3 | train -> loss: 3038.32057 | validation -> loss: 762.44096 | accuracy: 47.321430 | precision: 39.710609 | recall: 61.290325 | f2: 55.282001
2023-05-24 13:15:12,435 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 4 | train -> loss: 3042.50430 | validation -> loss: 759.09449 | accuracy: 48.412697 | precision: 37.086094 | recall: 41.687347 | f2: 40.677963
2023-05-24 13:15:55,483 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 5 | train -> loss: 3029.07000 | validation -> loss: 750.32949 | accuracy: 55.059521 | precision: 41.438354 | recall: 30.024815 | f2: 31.775209
2023-05-24 13:16:38,816 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 6 | train -> loss: 3023.03300 | validation -> loss: 764.17342 | accuracy: 54.464287 | precision: 41.860466 | recall: 35.732010 | f2: 36.809818
2023-05-24 13:17:21,098 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 7 | train -> loss: 3030.51405 | validation -> loss: 748.65242 | accuracy: 60.317463 | precision: 100.000000 | recall: 0.744417 | f2: 0.928793
2023-05-24 13:18:03,471 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 8 | train -> loss: 3034.33300 | validation -> loss: 767.62772 | accuracy: 49.404762 | precision: 38.641186 | recall: 45.161289 | f2: 43.686989
2023-05-24 13:18:45,346 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 9 | train -> loss: 3030.19392 | validation -> loss: 753.14942 | accuracy: 55.555557 | precision: 35.483871 | recall: 13.647643 | f2: 15.563101
2023-05-24 13:19:27,029 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 10 | train -> loss: 3025.76178 | validation -> loss: 762.51860 | accuracy: 56.547619 | precision: 42.222221 | recall: 23.573200 | f2: 25.857376
2023-05-24 13:20:08,683 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 11 | train -> loss: 3027.78586 | validation -> loss: 745.22149 | accuracy: 60.119045 | precision: 100.000000 | recall: 0.248139 | f2: 0.309981
2023-05-24 13:20:50,358 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 12 | train -> loss: 3025.73553 | validation -> loss: 748.35711 | accuracy: 59.325397 | precision: 46.153847 | recall: 10.421837 | f2: 12.331181
2023-05-24 13:21:31,972 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 13 | train -> loss: 3030.49293 | validation -> loss: 748.46545 | accuracy: 56.746029 | precision: 44.554455 | recall: 33.498756 | f2: 35.248039
2023-05-24 13:22:13,758 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 14 | train -> loss: 3033.28862 | validation -> loss: 758.72106 | accuracy: 57.738094 | precision: 36.781609 | recall: 7.940446 | f2: 9.417304
2023-05-24 13:22:56,093 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 15 | train -> loss: 3017.56750 | validation -> loss: 755.53147 | accuracy: 55.753971 | precision: 37.572254 | recall: 16.129032 | f2: 18.207283
2023-05-24 13:23:38,898 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 16 | train -> loss: 3023.59967 | validation -> loss: 749.97849 | accuracy: 57.341270 | precision: 42.285713 | recall: 18.362282 | f2: 20.705091
2023-05-24 13:24:21,327 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 17 | train -> loss: 3024.36155 | validation -> loss: 750.05251 | accuracy: 55.158730 | precision: 33.557049 | recall: 12.406948 | f2: 14.196480
2023-05-24 13:25:03,246 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 18 | train -> loss: 3037.67128 | validation -> loss: 763.90608 | accuracy: 51.785713 | precision: 40.459770 | recall: 43.672459 | f2: 42.989738
2023-05-24 13:25:45,873 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 19 | train -> loss: 3027.90207 | validation -> loss: 773.04597 | accuracy: 49.404762 | precision: 36.455696 | recall: 35.732010 | f2: 35.874439
2023-05-24 13:26:28,584 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 20 | train -> loss: 3035.18847 | validation -> loss: 765.92275 | accuracy: 49.900795 | precision: 38.028168 | recall: 40.198509 | f2: 39.744846
2023-05-24 13:27:11,780 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 21 | train -> loss: 3025.96291 | validation -> loss: 749.08456 | accuracy: 57.341270 | precision: 35.483871 | recall: 8.188586 | f2: 9.677419
2023-05-24 13:27:11,781 | root | INFO | rnn.py learn @ 113 : fold: 0 | epoch: 22 | Learning rate changed from: 0.0005 -> 0.000125
2023-05-24 13:27:54,168 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 22 | train -> loss: 2990.87193 | validation -> loss: 745.60434 | accuracy: 61.210316 | precision: 100.000000 | recall: 2.977668 | f2: 3.694581
2023-05-24 13:28:36,434 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 23 | train -> loss: 2987.37619 | validation -> loss: 747.94118 | accuracy: 60.119045 | precision: 100.000000 | recall: 0.248139 | f2: 0.309981
2023-05-24 13:29:18,893 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 24 | train -> loss: 2991.65653 | validation -> loss: 746.90238 | accuracy: 61.111111 | precision: 82.352943 | recall: 3.473945 | f2: 4.297115
2023-05-24 13:30:02,128 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 25 | train -> loss: 2981.06166 | validation -> loss: 741.20776 | accuracy: 59.424603 | precision: 48.255814 | recall: 20.595533 | f2: 23.262333
2023-05-24 13:30:45,002 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 26 | train -> loss: 2995.21046 | validation -> loss: 744.36213 | accuracy: 60.317463 | precision: 100.000000 | recall: 0.744417 | f2: 0.928793
2023-05-24 13:31:26,971 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 27 | train -> loss: 2984.62622 | validation -> loss: 744.64933 | accuracy: 60.218258 | precision: 100.000000 | recall: 0.496278 | f2: 0.619579
2023-05-24 13:32:08,819 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 28 | train -> loss: 2985.87725 | validation -> loss: 745.08314 | accuracy: 60.515873 | precision: 100.000000 | recall: 1.240695 | f2: 1.546073
2023-05-24 13:32:51,850 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 29 | train -> loss: 2982.45548 | validation -> loss: 742.41301 | accuracy: 61.210316 | precision: 100.000000 | recall: 2.977668 | f2: 3.694581
2023-05-24 13:33:35,503 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 30 | train -> loss: 2978.59866 | validation -> loss: 746.70681 | accuracy: 61.706345 | precision: 94.736847 | recall: 4.466501 | f2: 5.518087
2023-05-24 13:34:19,429 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 31 | train -> loss: 2973.87559 | validation -> loss: 743.99023 | accuracy: 61.210316 | precision: 100.000000 | recall: 2.977668 | f2: 3.694581
2023-05-24 13:35:02,660 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 32 | train -> loss: 2967.07323 | validation -> loss: 762.43742 | accuracy: 58.134918 | precision: 40.776699 | recall: 10.421837 | f2: 12.244898
2023-05-24 13:35:46,037 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 33 | train -> loss: 2973.03165 | validation -> loss: 741.58647 | accuracy: 61.210316 | precision: 92.857140 | recall: 3.225806 | f2: 3.997540
2023-05-24 13:36:28,070 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 34 | train -> loss: 2967.98488 | validation -> loss: 735.68519 | accuracy: 62.500000 | precision: 93.103447 | recall: 6.699752 | f2: 8.226691
2023-05-24 13:37:12,966 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 35 | train -> loss: 2973.35812 | validation -> loss: 736.06536 | accuracy: 62.698410 | precision: 96.551720 | recall: 6.947891 | f2: 8.531384
2023-05-24 13:37:57,635 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 36 | train -> loss: 2962.36534 | validation -> loss: 744.00026 | accuracy: 62.996029 | precision: 94.117645 | recall: 7.940446 | f2: 9.720535
2023-05-24 13:38:41,786 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 37 | train -> loss: 2960.84947 | validation -> loss: 730.68781 | accuracy: 62.500000 | precision: 87.878784 | recall: 7.196030 | f2: 8.814590
2023-05-24 13:39:25,728 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 38 | train -> loss: 2962.33760 | validation -> loss: 733.80420 | accuracy: 61.309521 | precision: 54.676258 | recall: 18.858561 | f2: 21.701885
2023-05-24 13:40:08,603 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 39 | train -> loss: 2949.66299 | validation -> loss: 740.78977 | accuracy: 61.507935 | precision: 54.437870 | recall: 22.828785 | f2: 25.828186
2023-05-24 13:40:51,851 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 40 | train -> loss: 2936.33686 | validation -> loss: 729.31123 | accuracy: 64.583328 | precision: 97.916672 | recall: 11.662531 | f2: 14.156626
2023-05-24 13:41:35,266 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 41 | train -> loss: 2933.44941 | validation -> loss: 730.52271 | accuracy: 64.583328 | precision: 92.592590 | recall: 12.406948 | f2: 15.006002
2023-05-24 13:42:18,911 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 42 | train -> loss: 2930.73159 | validation -> loss: 730.41828 | accuracy: 64.583328 | precision: 89.655174 | recall: 12.903225 | f2: 15.568863
2023-05-24 13:43:02,518 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 43 | train -> loss: 2928.91786 | validation -> loss: 738.54972 | accuracy: 65.277779 | precision: 98.181824 | recall: 13.399504 | f2: 16.196760
2023-05-24 13:43:45,758 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 44 | train -> loss: 2917.42877 | validation -> loss: 728.31077 | accuracy: 65.773811 | precision: 88.157890 | recall: 16.625311 | f2: 19.845972
2023-05-24 13:44:29,592 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 45 | train -> loss: 2735.57218 | validation -> loss: 554.12361 | accuracy: 79.464287 | precision: 69.599998 | recall: 86.352364 | f2: 82.386360
2023-05-24 13:45:12,790 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 46 | train -> loss: 2615.93390 | validation -> loss: 647.97967 | accuracy: 66.369041 | precision: 54.507042 | recall: 96.029778 | f2: 83.333328
2023-05-24 13:45:56,489 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 47 | train -> loss: 2778.99193 | validation -> loss: 729.53113 | accuracy: 64.484123 | precision: 95.918365 | recall: 11.662531 | f2: 14.148104
2023-05-24 13:45:56,489 | root | INFO | rnn.py learn @ 113 : fold: 0 | epoch: 48 | Learning rate changed from: 0.000125 -> 3.125e-05
2023-05-24 13:46:39,695 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 48 | train -> loss: 2906.40977 | validation -> loss: 721.58924 | accuracy: 64.980164 | precision: 96.296295 | recall: 12.903225 | f2: 15.606242
2023-05-24 13:47:21,976 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 49 | train -> loss: 2888.68028 | validation -> loss: 732.26103 | accuracy: 64.285713 | precision: 90.566040 | recall: 11.910670 | f2: 14.414414
2023-05-24 13:48:04,322 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 50 | train -> loss: 2882.18105 | validation -> loss: 721.97646 | accuracy: 65.079369 | precision: 94.736847 | recall: 13.399504 | f2: 16.177351
2023-05-24 13:48:48,088 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 51 | train -> loss: 2885.42663 | validation -> loss: 726.19679 | accuracy: 64.682541 | precision: 96.078430 | recall: 12.158809 | f2: 14.732411
2023-05-24 13:49:30,708 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 52 | train -> loss: 2868.74360 | validation -> loss: 712.66904 | accuracy: 65.773811 | precision: 96.774193 | recall: 14.888337 | f2: 17.921146
2023-05-24 13:50:12,931 | root | INFO | rnn.py learn @ 148 : fold: 0 | epoch: 53 | train -> loss: 2848.47991 | validation -> loss: 717.45002 | accuracy: 64.583328 | precision: 87.096771 | recall: 13.399504 | f2: 16.129032
